z, Voltage (V), Electric Field (Newton/Coulomb)
0.000881638 , 679.743 , -691234
0.000876638 , 676.285 , -692139
0.000871638 , 672.822 , -693043
0.000866638 , 669.354 , -693948
0.000861638 , 665.882 , -694853
0.000856638 , 662.406 , -695758
0.000851638 , 658.925 , -696662
0.000846638 , 655.439 , -697567
0.000841638 , 651.949 , -698472
0.000836638 , 648.455 , -699377
0.000831638 , 644.955 , -700281
0.000826638 , 641.452 , -701186
0.000821638 , 637.944 , -702091
0.000816638 , 634.431 , -702996
0.000811638 , 630.914 , -703900
0.000806638 , 627.392 , -704805
0.000801638 , 623.866 , -705710
0.000796638 , 620.335 , -706615
0.000791638 , 616.799 , -707520
0.000786638 , 613.26 , -708424
0.000781638 , 609.715 , -709329
0.000776638 , 606.166 , -710234
0.000771638 , 602.613 , -711139
0.000766638 , 599.055 , -712043
0.000761638 , 595.493 , -712948
0.000756638 , 591.925 , -713853
0.000751638 , 588.354 , -714758
0.000746638 , 584.778 , -715662
0.000741638 , 581.197 , -716567
0.000736638 , 577.612 , -717472
0.000731638 , 574.022 , -718377
0.000726638 , 570.428 , -719281
0.000721638 , 566.83 , -720186
0.000716638 , 563.227 , -721091
0.000711638 , 559.619 , -721996
0.000706638 , 556.007 , -722900
0.000701638 , 552.39 , -723805
0.000696638 , 548.768 , -724710
0.000691638 , 545.143 , -725615
0.000686638 , 541.512 , -726519
0.000681638 , 537.878 , -727424
0.000676638 , 534.238 , -728329
0.000671638 , 530.594 , -729234
0.000666638 , 526.946 , -730138
0.000661638 , 523.293 , -731043
0.000656638 , 519.635 , -731948
0.000651638 , 515.973 , -732853
0.000646638 , 512.307 , -733757
0.000641638 , 508.636 , -734662
0.000636638 , 504.96 , -735567
0.000631638 , 501.28 , -736472
0.000626638 , 497.595 , -737376
0.000621638 , 493.906 , -738281
0.000616638 , 490.213 , -739186
0.000611638 , 486.515 , -740091
0.000606638 , 482.812 , -740995
0.000601638 , 479.104 , -741900
0.000596638 , 475.393 , -742805
0.000591638 , 471.676 , -743710
0.000586638 , 467.956 , -744614
0.000581638 , 464.23 , -745519
0.000576638 , 460.5 , -746424
0.000571638 , 456.766 , -747329
0.000566638 , 453.027 , -748234
0.000561638 , 449.284 , -749138
0.000556638 , 445.536 , -750043
0.000551638 , 441.783 , -750948
0.000546638 , 438.026 , -751852
0.000541638 , 434.265 , -752757
0.000536638 , 430.499 , -753662
0.000531638 , 426.728 , -754567
0.000526638 , 422.953 , -755472
0.000521638 , 419.174 , -756376
0.000516638 , 415.389 , -757281
0.000511638 , 411.601 , -758186
0.000506638 , 407.807 , -759091
0.000501638 , 404.01 , -759995
0.000496638 , 400.207 , -760900
0.000491638 , 396.401 , -761805
0.000486638 , 392.59 , -762710
0.000481638 , 388.774 , -763614
0.000476638 , 384.953 , -764519
0.000471638 , 381.128 , -765424
0.000466638 , 377.299 , -766329
0.000461638 , 373.465 , -767233
0.000456638 , 369.627 , -768138
0.000451638 , 365.784 , -769043
0.000446638 , 361.936 , -769948
0.000441638 , 358.084 , -770852
0.000436638 , 354.228 , -771757
0.000431638 , 350.367 , -772662
0.000426638 , 346.501 , -773567
0.000421638 , 342.631 , -774472
0.000416638 , 338.757 , -775376
0.000411638 , 334.877 , -776281
0.000406638 , 330.994 , -777186
0.000401638 , 327.106 , -778090
0.000396638 , 323.213 , -778995
0.000391638 , 319.316 , -779900
0.000386638 , 315.414 , -780805
0.000381638 , 311.508 , -781710
0.000376638 , 307.597 , -782614
0.000371638 , 303.681 , -783519
0.000366638 , 299.762 , -784424
0.000361638 , 295.837 , -785329
0.000356638 , 291.908 , -786233
0.000351638 , 287.975 , -787138
0.000346638 , 284.037 , -788043
0.000341638 , 280.094 , -788948
0.000336638 , 276.147 , -789852
0.000331638 , 272.196 , -790757
0.000326638 , 268.24 , -791662
0.000321638 , 264.279 , -792567
0.000316638 , 260.314 , -793471
0.000311638 , 256.344 , -794376
0.000306638 , 252.37 , -795281
0.000301638 , 248.392 , -796186
0.000296638 , 244.409 , -797090
0.000291638 , 240.421 , -797995
0.000286638 , 236.429 , -798900
0.000281638 , 232.432 , -799805
0.000276638 , 228.43 , -800709
0.000271638 , 224.425 , -801614
0.000266638 , 220.414 , -802519
0.000261638 , 216.4 , -803424
0.000256638 , 212.38 , -804328
0.000251638 , 208.356 , -805233
0.000246638 , 204.328 , -806138
0.000241638 , 200.295 , -807043
0.000236638 , 196.257 , -807947
0.000231638 , 192.215 , -808852
0.000226638 , 188.169 , -809757
0.000221638 , 184.118 , -810662
0.000216638 , 180.062 , -811566
0.000211638 , 176.002 , -812471
0.000206638 , 171.937 , -813376
0.000201638 , 167.868 , -814281
0.000196638 , 163.795 , -815186
0.000191638 , 159.717 , -816090
0.000186638 , 155.634 , -816995
0.000181638 , 151.547 , -817900
0.000176638 , 147.455 , -818804
0.000171638 , 143.358 , -819709
0.000166638 , 139.258 , -820614
0.000161638 , 135.152 , -821519
0.000156638 , 131.042 , -822424
0.000151638 , 126.928 , -823328
0.000146638 , 122.809 , -824233
0.000141638 , 118.686 , -825138
0.000136638 , 114.558 , -826043
0.000131638 , 110.425 , -826947
0.000126638 , 106.289 , -827852
0.000121638 , 102.147 , -828757
0.000116638 , 98.001 , -829662
0.000111638 , 93.8501 , -830566
0.000106638 , 89.6952 , -831471
0.000101638 , 85.5354 , -832376
9.66378e-05 , 81.3713 , -833281
9.1638e-05 , 77.2029 , -834185
8.66377e-05 , 73.0294 , -835090
8.16379e-05 , 68.8519 , -835995
7.66376e-05 , 64.6694 , -836900
7.16378e-05 , 60.4829 , -837804
6.6638e-05 , 56.2917 , -838709
6.16377e-05 , 52.0957 , -839614
5.66379e-05 , 47.8955 , -840519
5.16376e-05 , 43.6904 , -841423
4.66378e-05 , 39.4812 , -842328
4.16376e-05 , 35.2671 , -843233
3.66378e-05 , 31.0488 , -844138
3.1638e-05 , 26.826 , -845042
2.66377e-05 , 22.5984 , -845947
2.16379e-05 , 18.3666 , -846852
1.66376e-05 , 14.1298 , -847757
1.16378e-05 , 9.88892 , -848662
6.638e-06 , 5.64343 , -849566
1.63773e-06 , 1.39319 , -850471
-3.36207e-06 , -1.00862 , -300000
-8.36235e-06 , -2.5087 , -300000
-1.33622e-05 , -4.00865 , -300000
-1.83624e-05 , -5.50873 , -300000
-2.33622e-05 , -7.00867 , -300000
-2.8362e-05 , -8.50861 , -300000
-3.33623e-05 , -10.0087 , -300000
-3.83621e-05 , -11.5086 , -300000
-4.33624e-05 , -13.0087 , -300000
-4.83622e-05 , -14.5087 , -300000
-5.3362e-05 , -16.0086 , -300000
-5.83623e-05 , -17.5087 , -300000
-6.33621e-05 , -19.0086 , -300000
-6.83623e-05 , -20.5087 , -300000
-7.33621e-05 , -22.0086 , -300000
-7.83624e-05 , -23.5087 , -300000
-8.33622e-05 , -25.0087 , -300000
-8.8362e-05 , -26.5086 , -300000
-9.33623e-05 , -28.0087 , -300000
-9.83621e-05 , -29.5086 , -300000
-0.000103362 , -31.0087 , -300000
-0.000108362 , -32.5087 , -300000
-0.000113362 , -34.0087 , -300000
-0.000118362 , -35.5087 , -300000
-0.000123362 , -37.0086 , -300000
-0.000128362 , -38.5087 , -300000
-0.000133362 , -40.0086 , -300000
-0.000138362 , -41.5087 , -300000
-0.000143362 , -43.0087 , -300000
-0.000148362 , -44.5086 , -300000
-0.000153362 , -46.0087 , -300000
-0.000158362 , -47.5086 , -300000
-0.000163362 , -49.0087 , -300000
-0.000168362 , -50.5087 , -300000
-0.000173362 , -52.0087 , -300000
-0.000178362 , -53.5087 , -300000
-0.000183362 , -55.0086 , -300000
-0.000188362 , -56.5087 , -300000
-0.000193362 , -58.0086 , -300000
-0.000198362 , -59.5087 , -300000
-0.000203362 , -58.2068 , 533333
-0.000208362 , -55.5403 , 533333
-0.000213362 , -52.8735 , 533333
-0.000218362 , -50.2069 , 533333
-0.000223362 , -47.5401 , 533333
-0.000228362 , -44.8735 , 533333
-0.000233362 , -42.2067 , 533333
-0.000238362 , -39.5401 , 533333
-0.000243362 , -36.8736 , 533333
-0.000248362 , -34.2068 , 533333
-0.000253362 , -31.5402 , 533333
-0.000258362 , -28.8734 , 533333
-0.000263362 , -26.2068 , 533333
-0.000268362 , -23.5403 , 533333
-0.000273362 , -20.8734 , 533333
-0.000278362 , -18.2069 , 533333
-0.000283362 , -15.5401 , 533333
-0.000288362 , -12.8735 , 533333
-0.000293362 , -10.2067 , 533333
-0.000298362 , -7.54013 , 533333
-0.000303362 , -4.87357 , 533333
-0.000308362 , -2.20676 , 533333
-0.000313362 , 0.459808 , 533333
-0.000318362 , 3.12662 , 533333
-0.000323362 , 5.79318 , 533333
-0.000328362 , 8.45975 , 533333
-0.000333362 , 11.1266 , 533333
-0.000338362 , 13.7931 , 533333
-0.000343362 , 16.4599 , 533333
-0.000348362 , 19.1265 , 533333
-0.000353362 , 21.7933 , 533333
-0.000358362 , 24.4599 , 533333
-0.000363362 , 27.1264 , 533333
-0.000368362 , 29.7932 , 533333
-0.000373362 , 32.4598 , 533333
-0.000378362 , 35.1266 , 533333
-0.000383362 , 37.7932 , 533333
-0.000388362 , 40.4597 , 533333
-0.000393362 , 43.1266 , 533333
-0.000398362 , 45.7931 , 533333
-0.000403362 , 48.4599 , 533333
-0.000408362 , 51.1265 , 533333
-0.000413362 , 53.7933 , 533333
-0.000418362 , 56.4599 , 533333
-0.000423362 , 59.1264 , 533333
-0.000428362 , 61.7932 , 533333
-0.000433362 , 64.4598 , 533333
-0.000438362 , 67.1266 , 533333
-0.000443362 , 69.7932 , 533333
-0.000448362 , 72.46 , 533333
-0.000453362 , 75.1266 , 533333
-0.000458362 , 77.7931 , 533333
-0.000463362 , 80.4599 , 533333
-0.000468362 , 83.1265 , 533333
-0.000473362 , 85.7933 , 533333
-0.000478362 , 88.4599 , 533333
-0.000483362 , 91.1264 , 533333
-0.000488362 , 93.7932 , 533333
-0.000493362 , 96.4598 , 533333
-0.000498362 , 99.1266 , 533333
-0.000503362 , 98.0948 , -566667
-0.000508362 , 95.2613 , -566667
-0.000513362 , 92.428 , -566667
-0.000518362 , 89.5948 , -566667
-0.000523362 , 86.7613 , -566667
-0.000528362 , 83.9281 , -566667
-0.000533362 , 81.0946 , -566667
-0.000538362 , 78.2614 , -566667
-0.000543362 , 75.4282 , -566667
-0.000548362 , 72.5947 , -566667
-0.000553362 , 69.7614 , -566667
-0.000558362 , 66.928 , -566667
-0.000563362 , 64.0948 , -566667
-0.000568362 , 61.2613 , -566667
-0.000573362 , 58.428 , -566667
-0.000578362 , 55.5948 , -566667
-0.000583362 , 52.7613 , -566667
-0.000588362 , 49.9281 , -566667
-0.000593362 , 47.0946 , -566667
-0.000598362 , 44.2614 , -566667
-0.000603362 , 41.4282 , -566667
-0.000608362 , 38.5947 , -566667
-0.000613362 , 35.7614 , -566667
-0.000618362 , 32.928 , -566667
-0.000623362 , 30.0948 , -566667
-0.000628362 , 27.2613 , -566667
-0.000633362 , 24.428 , -566667
-0.000638362 , 21.5948 , -566667
-0.000643362 , 18.7613 , -566667
-0.000648362 , 15.9281 , -566667
-0.000653362 , 13.0946 , -566667
-0.000658362 , 10.2614 , -566667
-0.000663362 , 7.42816 , -566667
-0.000668362 , 4.59467 , -566667
-0.000673362 , 1.76144 , -566667
-0.000678362 , -1.07202 , -566667
-0.000683362 , -3.90524 , -566667
-0.000688362 , -6.73874 , -566667
-0.000693362 , -9.57196 , -566667
-0.000698362 , -12.4052 , -566667
-0.000703362 , -15.2387 , -566667
-0.000708362 , -18.0719 , -566667
-0.000713362 , -20.9054 , -566667
-0.000718362 , -23.7386 , -566667
-0.000723362 , -26.5718 , -566667
-0.000728362 , -29.4053 , -566667
-0.000733362 , -32.2386 , -566667
-0.000738362 , -35.072 , -566667
-0.000743362 , -37.9052 , -566667
-0.000748362 , -40.7387 , -566667
-0.000753362 , -43.572 , -566667
-0.000758362 , -46.4052 , -566667
-0.000763362 , -49.2387 , -566667
-0.000768362 , -52.0719 , -566667
-0.000773362 , -54.9054 , -566667
-0.000778362 , -57.7386 , -566667
-0.000783362 , -60.5721 , -566667
-0.000788362 , -63.4053 , -566667
-0.000793362 , -66.2386 , -566667
-0.000798362 , -69.072 , -566667
-0.000803362 , -69.8319 , 50000
-0.000808362 , -69.5819 , 50000
-0.000813362 , -69.3319 , 50000
-0.000818362 , -69.0819 , 50000
-0.000823362 , -68.8319 , 50000
-0.000828362 , -68.5819 , 50000
-0.000833362 , -68.3319 , 50000
-0.000838362 , -68.0819 , 50000
-0.000843362 , -67.8319 , 50000
-0.000848362 , -67.5819 , 50000
-0.000853362 , -67.3319 , 50000
-0.000858362 , -67.0819 , 50000
-0.000863362 , -66.8319 , 50000
-0.000868362 , -66.5819 , 50000
-0.000873362 , -66.3319 , 50000
-0.000878362 , -66.0819 , 50000
-0.000883362 , -65.8319 , 50000
-0.000888362 , -65.5819 , 50000
-0.000893362 , -65.3319 , 50000
-0.000898362 , -65.0819 , 50000
-0.000903362 , -64.8319 , 50000
-0.000908362 , -64.5819 , 50000
-0.000913362 , -64.3319 , 50000
-0.000918362 , -64.0819 , 50000
-0.000923362 , -63.8319 , 50000
-0.000928362 , -63.5819 , 50000
-0.000933362 , -63.3319 , 50000
-0.000938362 , -63.0819 , 50000
-0.000943362 , -62.8319 , 50000
-0.000948362 , -62.5819 , 50000
-0.000953362 , -62.3319 , 50000
-0.000958362 , -62.0819 , 50000
-0.000963362 , -61.8319 , 50000
-0.000968362 , -61.5819 , 50000
-0.000973362 , -61.3319 , 50000
-0.000978362 , -61.0819 , 50000
-0.000983362 , -60.8319 , 50000
-0.000988362 , -60.5819 , 50000
-0.000993362 , -60.3319 , 50000
-0.000998362 , -60.0819 , 50000
