859.586,859.586
1033.86,1033.86
68.4898,68.4909
938.343,938.343
690.495,690.531
496.199,511.444
786.573,786.573
466.504,466.514
505.266,505.266
784.625,813.852
482.369,482.369
519.292,519.301
998.221,998.221
187.929,187.932
882.912,882.932
960.632,960.632
748.05,748.05
401.202,401.226
832.844,832.866
785.152,785.152
911.852,911.889
471.531,471.569
1007.65,1007.65
584.422,584.422
741.638,741.638
604.857,604.886
856.451,856.469
949.196,949.196
672.833,672.833
817.222,817.224
647.131,647.131
765.514,765.514
824.015,824.017
486.4,486.43
56.4898,56.4939
1002.67,1002.67
1000.03,1000.03
146.781,146.783
660.946,660.946
967.693,967.693
638.888,638.926
520.082,520.082
1059.39,1059.47
919.478,919.478
541.339,541.339
571.21,571.215
410.426,410.435
1013.05,1013.05
261.173,261.196
859.195,859.195
1062.33,1062.33
671.78,671.78
831.942,831.942
963.579,963.599
1014.18,1014.18
1064.49,1064.49
509.295,509.295
46.5489,46.5866
495.164,495.203
947.599,947.599
144.647,144.648
944.859,944.898
994.569,994.569
647.251,647.251
645.195,645.199
764.453,764.453
1058.84,1058.84
474.596,474.605
992.664,992.664
535.308,535.329
906.391,906.391
349.742,349.756
487.317,487.55
478.594,478.594
1067.65,1067.65
871.75,871.788
987.039,987.039
841.742,841.742
1029.11,1029.11
574.91,574.91
800.65,800.65
372.111,372.148
490.695,490.695
441.522,441.522
494.763,494.801
1062.85,1062.85
925.311,925.311
962.192,962.192
1013.14,1013.14
582.549,582.549
333.105,333.143
837.895,837.895
625.055,625.071
622.857,622.857
894.646,894.646
794.586,794.586
514.775,514.814
476.378,476.378
570.155,570.155
446.754,446.755
931.946,931.958
680.855,680.855
950.408,950.408
130.42,130.431
1062.92,1062.92
23.2329,23.2702
1059.8,1059.81
745.358,745.365
476.224,476.224
925.523,925.56
486.802,486.802
1011.55,1011.55
460.362,460.371
623.299,623.3
497.932,497.939
847.025,847.025
575.003,575.003
901.449,902.02
797.45,797.458
910.103,910.103
115.095,115.129
242.76,242.783
868.276,868.276
528.767,528.777
428.181,428.207
459.823,459.839
494.283,494.283
939.335,939.335
888.633,888.633
486.562,486.568
36.4236,36.4624
851.335,851.357
364.161,364.175
1061.77,1061.77
697.353,697.353
248.137,248.151
163.487,163.524
629.861,629.861
422.18,422.216
784.172,784.208
456.954,456.958
522.142,522.142
412.476,412.498
861.822,861.822
797.09,797.09
1033.21,1033.53
435.759,435.767
1064.75,1064.75
661.217,661.221
264.257,264.272
484.53,484.53
804.673,804.673
1068.49,1068.49
108.371,108.408
363.436,363.454
839.659,839.659
102.132,102.138
546.019,546.019
508.859,508.889
914.357,914.379
712.279,712.307
988.181,988.216
749.939,749.966
1064.98,1064.98
495.421,495.421
1038.69,1038.69
443.137,443.14
554.528,554.528
228.645,228.653
64.9036,64.9048
562.539,562.539
534.245,534.245
989.71,989.71
464.994,465.001
601.931,601.932
511.688,511.688
122.011,122.021
138.623,138.624
847.792,847.792
25.3764,25.3796
503.53,503.53
245.509,245.515
464.371,464.399
1047.38,1047.38
1054.89,1054.89
1066.56,1066.56
795.734,795.77
10.7217,10.7473
910.924,910.924
763.234,763.234
753.121,753.122
476.449,476.449
513.844,513.844
914.162,914.171
849.716,850.103
326.696,326.719
144.877,144.883
541.305,541.33
519.319,519.319
938.67,938.67
434.23,458.48
167.737,167.774
5.71829,5.74371
515.082,515.082
949.919,949.919
477.245,477.245
686.361,686.361
502.286,502.286
552.005,552.036
504.791,504.825
1012.48,1012.48
449.901,449.902
473.151,473.177
331.25,331.25
1026.99,1026.99
973.991,973.991
541.362,541.362
631.578,631.578
125.779,125.81
608.367,608.367
593.99,594.021
724.658,724.677
485.575,485.575
1061.46,1061.87
958.247,958.263
908.146,908.179
1062.33,1062.33
960.767,960.767
787.758,787.758
621.401,621.405
1065.89,1065.89
864.543,864.579
815.485,815.491
812.979,812.979
1065.69,1065.69
1043.96,1043.96
739.472,739.472
781.683,781.715
211.175,211.176
989.254,989.254
657.745,657.745
758.516,758.516
549.927,549.927
690.148,690.162
555.126,555.165
1005.59,1005.62
744.002,744.002
884.991,884.991
1068.56,1068.56
447.671,447.672
1033.2,1033.21
614.21,614.229
91.3247,91.3611
780.854,780.854
658.149,658.149
258.232,258.233
578.369,578.395
635.864,635.872
1057.77,1057.77
652.655,652.655
958.145,958.145
1063.71,1063.71
494.307,494.307
557.022,557.022
258.983,258.995
613.885,613.92
875.475,875.475
617.842,617.881
1008.78,1008.78
455.029,455.029
618.675,618.675
