1001.33,1001.33
340.738,340.738
1001.33,1001.33
284.473,284.509
486.558,486.592
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
938.535,938.569
1001.33,1001.33
1001.33,1001.33
210.74,210.771
1001.33,1001.33
615.925,615.963
985.057,985.089
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
487.506,487.519
977.476,979.691
979.029,979.029
892.636,892.656
642.562,642.569
1001.33,1001.33
1001.33,1001.33
946.001,946.035
512.264,512.296
345.111,345.148
1001.33,1001.33
968.921,975.802
883.586,883.612
1001.33,1001.33
262.548,262.575
1001.33,1001.33
1001.33,1001.33
354.822,354.826
14.4047,14.4118
1001.33,1001.33
1001.33,1001.33
904.336,904.341
1001.33,1001.33
515.057,515.095
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
244.83,244.831
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
502.678,502.717
771.057,771.087
1001.33,1001.33
1001.33,1001.33
670.108,670.132
906.371,906.371
100.392,100.397
23.4017,23.4181
1001.33,1001.33
119.268,119.283
108.936,108.963
1001.33,1001.33
950.39,950.39
1001.33,1001.33
731.705,731.705
603.627,603.629
631.27,631.305
1001.33,1001.33
998.435,999.354
1001.33,1001.33
447.813,447.838
1001.33,1001.33
979.467,979.487
1001.33,1001.33
916.736,916.774
624.56,627.283
1001.33,1001.33
444.977,445.011
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
988.451,988.488
411.275,411.302
907.611,907.637
593.35,593.363
35.1385,35.1625
1001.33,1001.33
980.77,980.794
1001.33,1001.33
605.893,605.926
763.392,763.399
736.158,736.196
1001.33,1001.33
653.221,653.23
1001.33,1001.33
464.019,464.053
954.714,954.714
445.414,445.453
990.645,993.359
1001.33,1001.33
342.318,342.348
998.544,998.564
1001.33,1001.33
813.974,814
283.773,283.802
1001.33,1001.33
1001.33,1001.33
632.693,632.703
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
583.796,583.814
435.703,435.738
1001.33,1001.33
1001.33,1001.33
392.654,392.692
1001.33,1001.33
1001.33,1001.33
984.525,984.534
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
999.826,999.826
831.502,831.533
282.951,282.961
543.347,543.37
1001.33,1001.33
891.871,891.91
1001.33,1001.33
979.927,988.406
1001.33,1001.33
805.835,805.871
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
1001.33,1001.33
