Time(s), z(m), vz(m/s), vp(m/s)
6.59996e-08,0.0197362,-7982.43,0
6.60996e-08,0.0197354,-7994.5,0
6.61996e-08,0.0197346,-8006.58,0
6.62996e-08,0.0197338,-8018.66,0
6.63996e-08,0.019733,-8030.73,0
6.64996e-08,0.0197322,-8042.81,0
6.65996e-08,0.0197314,-8054.88,0
6.66996e-08,0.0197306,-8066.96,0
6.67996e-08,0.0197298,-8079.04,0
6.68996e-08,0.0197289,-8091.11,0
6.69996e-08,0.0197281,-8103.19,0
6.70996e-08,0.0197273,-8115.27,0
6.71996e-08,0.0197265,-8127.34,0
6.72996e-08,0.0197257,-8139.42,0
6.73996e-08,0.0197249,-8151.49,0
6.74996e-08,0.0197241,-8163.57,0
6.75996e-08,0.0197233,-8175.65,0
6.76996e-08,0.0197224,-8187.72,0
6.77996e-08,0.0197216,-8199.8,0
6.78996e-08,0.0197208,-8211.88,0
6.79996e-08,0.01972,-8223.95,0
6.80996e-08,0.0197192,-8236.03,0
6.81996e-08,0.0197183,-8248.1,0
6.82996e-08,0.0197175,-8260.18,0
6.83996e-08,0.0197167,-8272.26,0
6.84996e-08,0.0197158,-8284.33,0
6.85996e-08,0.019715,-8296.41,0
6.86996e-08,0.0197142,-8308.48,0
6.87996e-08,0.0197134,-8320.56,0
6.88996e-08,0.0197125,-8332.64,0
6.89996e-08,0.0197117,-8344.71,0
6.90996e-08,0.0197109,-8356.79,0
6.91996e-08,0.01971,-8368.87,0
6.92996e-08,0.0197092,-8380.94,0
6.93996e-08,0.0197083,-8393.02,0
6.94996e-08,0.0197075,-8405.09,0
6.95997e-08,0.0197067,-8417.17,0
6.96997e-08,0.0197058,-8429.25,0
6.97997e-08,0.019705,-8441.32,0
6.98997e-08,0.0197041,-8453.4,0
6.99997e-08,0.0197033,-8465.47,0
7.00997e-08,0.0197024,-8477.55,0
7.01997e-08,0.0197016,-8489.63,0
7.02997e-08,0.0197007,-8501.7,0
7.03997e-08,0.0196999,-8513.78,0
7.04997e-08,0.019699,-8525.86,0
7.05997e-08,0.0196982,-8537.93,0
7.06997e-08,0.0196973,-8550.01,0
7.07997e-08,0.0196965,-8562.08,0
7.08997e-08,0.0196956,-8574.16,0
7.09997e-08,0.0196948,-8586.24,0
7.10997e-08,0.0196939,-8598.31,0
7.11997e-08,0.019693,-8610.39,0
7.12997e-08,0.0196922,-8622.46,0
7.13997e-08,0.0196913,-8634.54,0
7.14997e-08,0.0196905,-8646.62,0
7.15997e-08,0.0196896,-8658.69,0
7.16997e-08,0.0196887,-8670.77,0
7.17997e-08,0.0196879,-8682.85,0
7.18997e-08,0.019687,-8694.92,0
7.19997e-08,0.0196861,-8707,0
7.20997e-08,0.0196852,-8719.07,0
7.21997e-08,0.0196844,-8731.15,0
7.22997e-08,0.0196835,-8743.23,0
7.23997e-08,0.0196826,-8755.3,0
7.24997e-08,0.0196817,-8767.38,0
7.25997e-08,0.0196809,-8779.46,0
7.26997e-08,0.01968,-8791.53,0
7.27997e-08,0.0196791,-8803.61,0
7.28997e-08,0.0196782,-8815.68,0
7.29997e-08,0.0196773,-8827.76,0
7.30997e-08,0.0196765,-8839.84,0
7.31997e-08,0.0196756,-8851.91,0
7.32997e-08,0.0196747,-8863.99,0
7.33997e-08,0.0196738,-8876.06,0
7.34997e-08,0.0196729,-8888.14,0
7.35997e-08,0.019672,-8900.22,0
7.36997e-08,0.0196711,-8912.29,0
7.37997e-08,0.0196702,-8924.37,0
7.38997e-08,0.0196694,-8936.45,0
7.39997e-08,0.0196685,-8948.52,0
7.40997e-08,0.0196676,-8960.6,0
7.41997e-08,0.0196667,-8972.67,0
7.42997e-08,0.0196658,-8984.75,0
7.43997e-08,0.0196649,-8996.83,0
7.44997e-08,0.019664,-9008.9,0
7.45997e-08,0.0196631,-9020.98,0
7.46997e-08,0.0196622,-9033.05,0
7.47997e-08,0.0196613,-9045.13,0
7.48997e-08,0.0196604,-9057.21,0
7.49997e-08,0.0196594,-9069.28,0
7.50997e-08,0.0196585,-9081.36,0
7.51998e-08,0.0196576,-9093.44,0
7.52998e-08,0.0196567,-9105.51,0
7.53998e-08,0.0196558,-9117.59,0
7.54998e-08,0.0196549,-9129.66,0
7.55998e-08,0.019654,-9141.74,0
7.56998e-08,0.0196531,-9153.82,0
7.57998e-08,0.0196522,-9165.89,0
7.58998e-08,0.0196512,-9177.97,0
7.59998e-08,0.0196503,-9190.04,0
7.60998e-08,0.0196494,-9202.12,0
7.61998e-08,0.0196485,-9214.2,0
7.62998e-08,0.0196476,-9226.27,0
7.63998e-08,0.0196466,-9238.35,0
7.64998e-08,0.0196457,-9250.43,0
7.65998e-08,0.0196448,-9262.5,0
7.66998e-08,0.0196439,-9274.58,0
7.67998e-08,0.0196429,-9286.65,0
7.68998e-08,0.019642,-9298.73,0
7.69998e-08,0.0196411,-9310.81,0
7.70998e-08,0.0196401,-9322.88,0
7.71998e-08,0.0196392,-9334.96,0
7.72998e-08,0.0196383,-9347.04,0
7.73998e-08,0.0196373,-9359.11,0
7.74998e-08,0.0196364,-9371.19,0
7.75998e-08,0.0196355,-9383.26,0
7.76998e-08,0.0196345,-9395.34,0
7.77998e-08,0.0196336,-9407.42,0
7.78998e-08,0.0196326,-9419.49,0
7.79998e-08,0.0196317,-9431.57,0
7.80998e-08,0.0196308,-9443.64,0
7.81998e-08,0.0196298,-9455.72,0
7.82998e-08,0.0196289,-9467.8,0
7.83998e-08,0.0196279,-9479.87,0
7.84998e-08,0.019627,-9491.95,0
7.85998e-08,0.019626,-9504.03,0
7.86998e-08,0.0196251,-9516.1,0
7.87998e-08,0.0196241,-9528.18,0
7.88998e-08,0.0196232,-9540.25,0
7.89998e-08,0.0196222,-9552.33,0
7.90998e-08,0.0196212,-9564.41,0
7.91998e-08,0.0196203,-9576.48,0
7.92998e-08,0.0196193,-9588.56,0
7.93998e-08,0.0196184,-9600.63,0
7.94998e-08,0.0196174,-9612.71,0
7.95998e-08,0.0196165,-9624.79,0
7.96998e-08,0.0196155,-9636.86,0
7.97998e-08,0.0196145,-9648.94,0
7.98998e-08,0.0196136,-9661.02,0
7.99998e-08,0.0196126,-9673.09,0
8.00998e-08,0.0196116,-9685.17,0
8.01998e-08,0.0196107,-9697.24,0
8.02998e-08,0.0196097,-9709.32,0
8.03998e-08,0.0196087,-9721.4,0
8.04998e-08,0.0196077,-9733.47,0
8.05998e-08,0.0196068,-9745.55,0
8.06998e-08,0.0196058,-9757.62,0
8.07999e-08,0.0196048,-9769.7,0
8.08999e-08,0.0196038,-9781.78,0
8.09999e-08,0.0196029,-9793.85,0
8.10999e-08,0.0196019,-9805.93,0
8.11999e-08,0.0196009,-9818.01,0
8.12999e-08,0.0195999,-9830.08,0
8.13999e-08,0.0195989,-9842.16,0
8.14999e-08,0.0195979,-9854.23,0
8.15999e-08,0.019597,-9866.31,0
8.16999e-08,0.019596,-9878.39,0
8.17999e-08,0.019595,-9890.46,0
8.18999e-08,0.019594,-9902.54,0
8.19999e-08,0.019593,-9914.62,0
8.20999e-08,0.019592,-9926.69,0
8.21999e-08,0.019591,-9938.77,0
8.22999e-08,0.01959,-9950.84,0
8.23999e-08,0.019589,-9962.92,0
8.24999e-08,0.019588,-9975,0
8.25999e-08,0.019587,-9987.07,0
8.26999e-08,0.019586,-9999.15,0
8.27999e-08,0.019585,-10011.2,0
8.28999e-08,0.019584,-10023.3,0
8.29999e-08,0.019583,-10035.4,0
8.30999e-08,0.019582,-10047.5,0
8.31999e-08,0.019581,-10059.5,0
8.32999e-08,0.01958,-10071.6,0
8.33999e-08,0.019579,-10083.7,0
8.34999e-08,0.019578,-10095.8,0
8.35999e-08,0.019577,-10107.8,0
8.36999e-08,0.019576,-10119.9,0
8.37999e-08,0.019575,-10132,0
8.38999e-08,0.0195739,-10144.1,0
8.39999e-08,0.0195729,-10156.1,0
8.40999e-08,0.0195719,-10168.2,0
8.41999e-08,0.0195709,-10180.3,0
8.42999e-08,0.0195699,-10192.4,0
8.43999e-08,0.0195689,-10204.4,0
8.44999e-08,0.0195678,-10216.5,0
8.45999e-08,0.0195668,-10228.6,0
8.46999e-08,0.0195658,-10240.7,0
8.47999e-08,0.0195648,-10252.7,0
8.48999e-08,0.0195637,-10264.8,0
8.49999e-08,0.0195627,-10276.9,0
8.50999e-08,0.0195617,-10289,0
8.51999e-08,0.0195607,-10301.1,0
8.52999e-08,0.0195596,-10313.1,0
8.53999e-08,0.0195586,-10325.2,0
8.54999e-08,0.0195576,-10337.3,0
8.55999e-08,0.0195565,-10349.4,0
8.56999e-08,0.0195555,-10361.4,0
8.57999e-08,0.0195545,-10373.5,0
8.58999e-08,0.0195534,-10385.6,0
8.59999e-08,0.0195524,-10397.7,0
8.60999e-08,0.0195513,-10409.7,0
8.61999e-08,0.0195503,-10421.8,0
8.62999e-08,0.0195493,-10433.9,0
8.64e-08,0.0195482,-10446,0
8.65e-08,0.0195472,-10458,0
8.66e-08,0.0195461,-10470.1,0
8.67e-08,0.0195451,-10482.2,0
8.68e-08,0.019544,-10494.3,0
8.69e-08,0.019543,-10506.3,0
8.7e-08,0.0195419,-10518.4,0
8.71e-08,0.0195409,-10530.5,0
8.72e-08,0.0195398,-10542.6,0
8.73e-08,0.0195388,-10554.7,0
8.74e-08,0.0195377,-10566.7,0
8.75e-08,0.0195366,-10578.8,0
8.76e-08,0.0195356,-10590.9,0
8.77e-08,0.0195345,-10603,0
8.78e-08,0.0195335,-10615,0
8.79e-08,0.0195324,-10627.1,0
8.8e-08,0.0195313,-10639.2,0
8.81e-08,0.0195303,-10651.3,0
8.82e-08,0.0195292,-10663.3,0
8.83e-08,0.0195281,-10675.4,0
8.84e-08,0.0195271,-10687.5,0
8.85e-08,0.019526,-10699.6,0
8.86e-08,0.0195249,-10711.6,0
8.87e-08,0.0195239,-10723.7,0
8.88e-08,0.0195228,-10735.8,0
8.89e-08,0.0195217,-10747.9,0
8.9e-08,0.0195206,-10759.9,0
8.91e-08,0.0195196,-10772,0
8.92e-08,0.0195185,-10784.1,0
8.93e-08,0.0195174,-10796.2,0
8.94e-08,0.0195163,-10808.3,0
8.95e-08,0.0195152,-10820.3,0
8.96e-08,0.0195142,-10832.4,0
8.97e-08,0.0195131,-10844.5,0
8.98e-08,0.019512,-10856.6,0
8.99e-08,0.0195109,-10868.6,0
9e-08,0.0195098,-10880.7,0
9.01e-08,0.0195087,-10892.8,0
9.02e-08,0.0195076,-10904.9,0
9.03e-08,0.0195066,-10916.9,0
9.04e-08,0.0195055,-10929,0
9.05e-08,0.0195044,-10941.1,0
9.06e-08,0.0195033,-10953.2,0
9.07e-08,0.0195022,-10965.2,0
9.08e-08,0.0195011,-10977.3,0
9.09e-08,0.0195,-10989.4,0
9.1e-08,0.0194989,-11001.5,0
9.11e-08,0.0194978,-11013.5,0
9.12e-08,0.0194967,-11025.6,0
9.13e-08,0.0194956,-11037.7,0
9.14e-08,0.0194945,-11049.8,0
9.15e-08,0.0194934,-11061.9,0
9.16e-08,0.0194923,-11073.9,0
9.17e-08,0.0194912,-11086,0
9.18e-08,0.01949,-11098.1,0
9.19e-08,0.0194889,-11110.2,0
9.20001e-08,0.0194878,-11122.2,0
9.21001e-08,0.0194867,-11134.3,0
9.22001e-08,0.0194856,-11146.4,0
9.23001e-08,0.0194845,-11158.5,0
9.24001e-08,0.0194834,-11170.5,0
9.25001e-08,0.0194822,-11182.6,0
9.26001e-08,0.0194811,-11194.7,0
9.27001e-08,0.01948,-11206.8,0
9.28001e-08,0.0194789,-11218.8,0
9.29001e-08,0.0194778,-11230.9,0
9.30001e-08,0.0194766,-11243,0
9.31001e-08,0.0194755,-11255.1,0
9.32001e-08,0.0194744,-11267.1,0
9.33001e-08,0.0194733,-11279.2,0
9.34001e-08,0.0194721,-11291.3,0
9.35001e-08,0.019471,-11303.4,0
9.36001e-08,0.0194699,-11315.5,0
9.37001e-08,0.0194687,-11327.5,0
9.38001e-08,0.0194676,-11339.6,0
9.39001e-08,0.0194665,-11351.7,0
9.40001e-08,0.0194653,-11363.8,0
9.41001e-08,0.0194642,-11375.8,0
9.42001e-08,0.0194631,-11387.9,0
9.43001e-08,0.0194619,-11400,0
9.44001e-08,0.0194608,-11412.1,0
9.45001e-08,0.0194596,-11424.1,0
9.46001e-08,0.0194585,-11436.2,0
9.47001e-08,0.0194574,-11448.3,0
9.48001e-08,0.0194562,-11460.4,0
9.49001e-08,0.0194551,-11472.4,0
9.50001e-08,0.0194539,-11484.5,0
9.51001e-08,0.0194528,-11496.6,0
9.52001e-08,0.0194516,-11508.7,0
9.53001e-08,0.0194505,-11520.7,0
9.54001e-08,0.0194493,-11532.8,0
9.55001e-08,0.0194482,-11544.9,0
9.56001e-08,0.019447,-11557,0
9.57001e-08,0.0194458,-11569.1,0
9.58001e-08,0.0194447,-11581.1,0
9.59001e-08,0.0194435,-11593.2,0
9.60001e-08,0.0194424,-11605.3,0
9.61001e-08,0.0194412,-11617.4,0
9.62001e-08,0.01944,-11629.4,0
9.63001e-08,0.0194389,-11641.5,0
9.64001e-08,0.0194377,-11653.6,0
9.65001e-08,0.0194365,-11665.7,0
9.66001e-08,0.0194354,-11677.7,0
9.67001e-08,0.0194342,-11689.8,0
9.68001e-08,0.019433,-11701.9,0
9.69001e-08,0.0194319,-11714,0
9.70001e-08,0.0194307,-11726,0
9.71001e-08,0.0194295,-11738.1,0
9.72001e-08,0.0194284,-11750.2,0
9.73001e-08,0.0194272,-11762.3,0
9.74001e-08,0.019426,-11774.3,0
9.75001e-08,0.0194248,-11786.4,0
9.76002e-08,0.0194236,-11798.5,0
9.77002e-08,0.0194225,-11810.6,0
9.78002e-08,0.0194213,-11822.7,0
9.79002e-08,0.0194201,-11834.7,0
9.80002e-08,0.0194189,-11846.8,0
9.81002e-08,0.0194177,-11858.9,0
9.82002e-08,0.0194165,-11871,0
9.83002e-08,0.0194154,-11883,0
9.84002e-08,0.0194142,-11895.1,0
9.85002e-08,0.019413,-11907.2,0
9.86002e-08,0.0194118,-11919.3,0
9.87002e-08,0.0194106,-11931.3,0
9.88002e-08,0.0194094,-11943.4,0
9.89002e-08,0.0194082,-11955.5,0
9.90002e-08,0.019407,-11967.6,0
9.91002e-08,0.0194058,-11979.6,0
9.92002e-08,0.0194046,-11991.7,0
9.93002e-08,0.0194034,-12003.8,0
9.94002e-08,0.0194022,-12015.9,0
9.95002e-08,0.019401,-12027.9,0
9.96002e-08,0.0193998,-12040,0
9.97002e-08,0.0193986,-12052.1,0
9.98002e-08,0.0193974,-12064.2,0
9.99002e-08,0.0193962,-12076.2,0
1e-07,0.019395,-12088.3,0
1.001e-07,0.0193938,-12100.4,0
1.002e-07,0.0193926,-12112.5,0
1.003e-07,0.0193913,-12124.6,0
1.004e-07,0.0193901,-12136.6,0
1.005e-07,0.0193889,-12148.7,0
1.006e-07,0.0193877,-12160.8,0
1.007e-07,0.0193865,-12172.9,0
1.008e-07,0.0193853,-12184.9,0
1.009e-07,0.0193841,-12197,0
1.01e-07,0.0193828,-12209.1,0
1.011e-07,0.0193816,-12221.2,0
1.012e-07,0.0193804,-12233.2,0
1.013e-07,0.0193792,-12245.3,0
1.014e-07,0.0193779,-12257.4,0
1.015e-07,0.0193767,-12269.5,0
1.016e-07,0.0193755,-12281.5,0
1.017e-07,0.0193743,-12293.6,0
1.018e-07,0.019373,-12305.7,0
1.019e-07,0.0193718,-12317.8,0
1.02e-07,0.0193706,-12329.8,0
1.021e-07,0.0193693,-12341.9,0
1.022e-07,0.0193681,-12354,0
1.023e-07,0.0193669,-12366.1,0
1.024e-07,0.0193656,-12378.2,0
1.025e-07,0.0193644,-12390.2,0
1.026e-07,0.0193631,-12402.3,0
1.027e-07,0.0193619,-12414.4,0
1.028e-07,0.0193607,-12426.5,0
1.029e-07,0.0193594,-12438.5,0
1.03e-07,0.0193582,-12450.6,0
1.031e-07,0.0193569,-12462.7,0
1.032e-07,0.0193557,-12474.8,0
1.033e-07,0.0193544,-12486.8,0
1.034e-07,0.0193532,-12498.9,0
1.035e-07,0.0193519,-12511,0
1.036e-07,0.0193507,-12523.1,0
1.037e-07,0.0193494,-12535.1,0
1.038e-07,0.0193482,-12547.2,0
1.039e-07,0.0193469,-12559.3,0
1.04e-07,0.0193457,-12571.4,0
1.041e-07,0.0193444,-12583.4,0
1.042e-07,0.0193431,-12595.5,0
1.043e-07,0.0193419,-12607.6,0
1.044e-07,0.0193406,-12619.7,0
1.045e-07,0.0193394,-12631.8,0
1.046e-07,0.0193381,-12643.8,0
1.047e-07,0.0193368,-12655.9,0
1.048e-07,0.0193356,-12668,0
1.049e-07,0.0193343,-12680.1,0
1.05e-07,0.019333,-12692.1,0
1.051e-07,0.0193318,-12704.2,0
1.052e-07,0.0193305,-12716.3,0
1.053e-07,0.0193292,-12728.4,0
1.054e-07,0.0193279,-12740.4,0
1.055e-07,0.0193267,-12752.5,0
1.056e-07,0.0193254,-12764.6,0
1.057e-07,0.0193241,-12776.7,0
1.058e-07,0.0193228,-12788.7,0
1.059e-07,0.0193216,-12800.8,0
1.06e-07,0.0193203,-12812.9,0
1.061e-07,0.019319,-12825,0
1.062e-07,0.0193177,-12837,0
1.063e-07,0.0193164,-12849.1,0
1.064e-07,0.0193151,-12861.2,0
1.065e-07,0.0193139,-12873.3,0
1.066e-07,0.0193126,-12885.4,0
1.067e-07,0.0193113,-12897.4,0
1.068e-07,0.01931,-12909.5,0
1.069e-07,0.0193087,-12921.6,0
1.07e-07,0.0193074,-12933.7,0
1.071e-07,0.0193061,-12945.7,0
1.072e-07,0.0193048,-12957.8,0
1.073e-07,0.0193035,-12969.9,0
1.074e-07,0.0193022,-12982,0
1.075e-07,0.0193009,-12994,0
1.076e-07,0.0192996,-13006.1,0
1.077e-07,0.0192983,-13018.2,0
1.078e-07,0.019297,-13030.3,0
1.079e-07,0.0192957,-13042.3,0
1.08e-07,0.0192944,-13054.4,0
1.081e-07,0.0192931,-13066.5,0
1.082e-07,0.0192918,-13078.6,0
1.083e-07,0.0192905,-13090.6,0
1.084e-07,0.0192892,-13102.7,0
1.085e-07,0.0192879,-13114.8,0
1.086e-07,0.0192866,-13126.9,0
1.087e-07,0.0192852,-13139,0
1.088e-07,0.0192839,-13151,0
1.089e-07,0.0192826,-13163.1,0
1.09e-07,0.0192813,-13175.2,0
1.091e-07,0.01928,-13187.3,0
1.092e-07,0.0192787,-13199.3,0
1.093e-07,0.0192773,-13211.4,0
1.094e-07,0.019276,-13223.5,0
1.095e-07,0.0192747,-13235.6,0
1.096e-07,0.0192734,-13247.6,0
1.097e-07,0.019272,-13259.7,0
1.098e-07,0.0192707,-13271.8,0
1.099e-07,0.0192694,-13283.9,0
1.1e-07,0.0192681,-13295.9,0
1.101e-07,0.0192667,-13308,0
1.102e-07,0.0192654,-13320.1,0
1.103e-07,0.0192641,-13332.2,0
1.104e-07,0.0192627,-13344.2,0
1.105e-07,0.0192614,-13356.3,0
1.106e-07,0.0192601,-13368.4,0
1.107e-07,0.0192587,-13380.5,0
1.108e-07,0.0192574,-13392.6,0
1.109e-07,0.019256,-13404.6,0
1.11e-07,0.0192547,-13416.7,0
1.111e-07,0.0192534,-13428.8,0
1.112e-07,0.019252,-13440.9,0
1.113e-07,0.0192507,-13452.9,0
1.114e-07,0.0192493,-13465,0
1.115e-07,0.019248,-13477.1,0
1.116e-07,0.0192466,-13489.2,0
1.117e-07,0.0192453,-13501.2,0
1.118e-07,0.0192439,-13513.3,0
1.119e-07,0.0192426,-13525.4,0
1.12e-07,0.0192412,-13537.5,0
1.121e-07,0.0192399,-13549.5,0
1.122e-07,0.0192385,-13561.6,0
1.123e-07,0.0192372,-13573.7,0
1.124e-07,0.0192358,-13585.8,0
1.125e-07,0.0192344,-13597.8,0
1.126e-07,0.0192331,-13609.9,0
1.127e-07,0.0192317,-13622,0
1.128e-07,0.0192304,-13634.1,0
1.129e-07,0.019229,-13646.2,0
1.13e-07,0.0192276,-13658.2,0
1.131e-07,0.0192263,-13670.3,0
1.132e-07,0.0192249,-13682.4,0
1.133e-07,0.0192235,-13694.5,0
1.134e-07,0.0192222,-13706.5,0
1.135e-07,0.0192208,-13718.6,0
1.136e-07,0.0192194,-13730.7,0
1.137e-07,0.019218,-13742.8,0
1.138e-07,0.0192167,-13754.8,0
1.139e-07,0.0192153,-13766.9,0
1.14e-07,0.0192139,-13779,0
1.141e-07,0.0192125,-13791.1,0
1.142e-07,0.0192112,-13803.1,0
1.143e-07,0.0192098,-13815.2,0
1.144e-07,0.0192084,-13827.3,0
1.145e-07,0.019207,-13839.4,0
1.146e-07,0.0192056,-13851.4,0
1.147e-07,0.0192042,-13863.5,0
1.148e-07,0.0192028,-13875.6,0
1.149e-07,0.0192015,-13887.7,0
1.15e-07,0.0192001,-13899.8,0
1.151e-07,0.0191987,-13911.8,0
1.152e-07,0.0191973,-13923.9,0
1.153e-07,0.0191959,-13936,0
1.154e-07,0.0191945,-13948.1,0
1.155e-07,0.0191931,-13960.1,0
1.156e-07,0.0191917,-13972.2,0
1.157e-07,0.0191903,-13984.3,0
1.158e-07,0.0191889,-13996.4,0
1.159e-07,0.0191875,-14008.4,0
1.16e-07,0.0191861,-14020.5,0
1.161e-07,0.0191847,-14032.6,0
1.162e-07,0.0191833,-14044.7,0
1.163e-07,0.0191819,-14056.7,0
1.164e-07,0.0191805,-14068.8,0
1.165e-07,0.0191791,-14080.9,0
1.166e-07,0.0191777,-14093,0
1.167e-07,0.0191763,-14105,0
1.168e-07,0.0191749,-14117.1,0
1.169e-07,0.0191734,-14129.2,0
1.17e-07,0.019172,-14141.3,0
1.171e-07,0.0191706,-14153.4,0
1.172e-07,0.0191692,-14165.4,0
1.17301e-07,0.0191678,-14177.5,0
1.17401e-07,0.0191664,-14189.6,0
1.17501e-07,0.0191649,-14201.7,0
1.17601e-07,0.0191635,-14213.7,0
1.17701e-07,0.0191621,-14225.8,0
1.17801e-07,0.0191607,-14237.9,0
1.17901e-07,0.0191593,-14250,0
1.18001e-07,0.0191578,-14262,0
1.18101e-07,0.0191564,-14274.1,0
1.18201e-07,0.019155,-14286.2,0
1.18301e-07,0.0191535,-14298.3,0
1.18401e-07,0.0191521,-14310.3,0
1.18501e-07,0.0191507,-14322.4,0
1.18601e-07,0.0191492,-14334.5,0
1.18701e-07,0.0191478,-14346.6,0
1.18801e-07,0.0191464,-14358.6,0
1.18901e-07,0.0191449,-14370.7,0
1.19001e-07,0.0191435,-14382.8,0
1.19101e-07,0.0191421,-14394.9,0
1.19201e-07,0.0191406,-14407,0
1.19301e-07,0.0191392,-14419,0
1.19401e-07,0.0191377,-14431.1,0
1.19501e-07,0.0191363,-14443.2,0
1.19601e-07,0.0191349,-14455.3,0
1.19701e-07,0.0191334,-14467.3,0
1.19801e-07,0.019132,-14479.4,0
1.19901e-07,0.0191305,-14491.5,0
1.20001e-07,0.0191291,-14503.6,0
1.20101e-07,0.0191276,-14515.6,0
1.20201e-07,0.0191262,-14527.7,0
1.20301e-07,0.0191247,-14539.8,0
1.20401e-07,0.0191233,-14551.9,0
1.20501e-07,0.0191218,-14563.9,0
1.20601e-07,0.0191203,-14576,0
1.20701e-07,0.0191189,-14588.1,0
1.20801e-07,0.0191174,-14600.2,0
1.20901e-07,0.019116,-14612.2,0
1.21001e-07,0.0191145,-14624.3,0
1.21101e-07,0.019113,-14636.4,0
1.21201e-07,0.0191116,-14648.5,0
1.21301e-07,0.0191101,-14660.6,0
1.21401e-07,0.0191086,-14672.6,0
1.21501e-07,0.0191072,-14684.7,0
1.21601e-07,0.0191057,-14696.8,0
1.21701e-07,0.0191042,-14708.9,0
1.21801e-07,0.0191028,-14720.9,0
1.21901e-07,0.0191013,-14733,0
1.22001e-07,0.0190998,-14745.1,0
1.22101e-07,0.0190983,-14757.2,0
1.22201e-07,0.0190969,-14769.2,0
1.22301e-07,0.0190954,-14781.3,0
1.22401e-07,0.0190939,-14793.4,0
1.22501e-07,0.0190924,-14805.5,0
1.22601e-07,0.0190909,-14817.5,0
1.22701e-07,0.0190895,-14829.6,0
1.22801e-07,0.019088,-14841.7,0
1.22901e-07,0.0190865,-14853.8,0
1.23001e-07,0.019085,-14865.8,0
1.23101e-07,0.0190835,-14877.9,0
1.23201e-07,0.019082,-14890,0
1.23301e-07,0.0190805,-14902.1,0
1.23401e-07,0.0190791,-14914.2,0
1.23501e-07,0.0190776,-14926.2,0
1.23601e-07,0.0190761,-14938.3,0
1.23701e-07,0.0190746,-14950.4,0
1.23801e-07,0.0190731,-14962.5,0
1.23901e-07,0.0190716,-14974.5,0
1.24001e-07,0.0190701,-14986.6,0
1.24101e-07,0.0190686,-14998.7,0
1.24201e-07,0.0190671,-15010.8,0
1.24301e-07,0.0190656,-15022.8,0
1.24401e-07,0.0190641,-15034.9,0
1.24501e-07,0.0190626,-15047,0
1.24601e-07,0.0190611,-15059.1,0
1.24701e-07,0.0190596,-15071.1,0
1.24801e-07,0.0190581,-15083.2,0
1.24901e-07,0.0190565,-15095.3,0
1.25001e-07,0.019055,-15107.4,0
1.25101e-07,0.0190535,-15119.4,0
1.25201e-07,0.019052,-15131.5,0
1.25301e-07,0.0190505,-15143.6,0
1.25401e-07,0.019049,-15155.7,0
1.25501e-07,0.0190475,-15167.8,0
1.25601e-07,0.0190459,-15179.8,0
1.25701e-07,0.0190444,-15191.9,0
1.25801e-07,0.0190429,-15204,0
1.25901e-07,0.0190414,-15216.1,0
1.26001e-07,0.0190399,-15228.1,0
1.26101e-07,0.0190383,-15240.2,0
1.26201e-07,0.0190368,-15252.3,0
1.26301e-07,0.0190353,-15264.4,0
1.26401e-07,0.0190338,-15276.4,0
1.26501e-07,0.0190322,-15288.5,0
1.26601e-07,0.0190307,-15300.6,0
1.26701e-07,0.0190292,-15312.7,0
1.26801e-07,0.0190276,-15324.7,0
1.26901e-07,0.0190261,-15336.8,0
1.27001e-07,0.0190246,-15348.9,0
1.27101e-07,0.019023,-15361,0
1.27201e-07,0.0190215,-15373,0
1.27301e-07,0.01902,-15385.1,0
1.27401e-07,0.0190184,-15397.2,0
1.27501e-07,0.0190169,-15409.3,0
1.27601e-07,0.0190153,-15421.3,0
1.27701e-07,0.0190138,-15433.4,0
1.27801e-07,0.0190123,-15445.5,0
1.27901e-07,0.0190107,-15457.6,0
1.28001e-07,0.0190092,-15469.7,0
1.28101e-07,0.0190076,-15481.7,0
1.28201e-07,0.0190061,-15493.8,0
1.28301e-07,0.0190045,-15505.9,0
1.28401e-07,0.019003,-15518,0
1.28501e-07,0.0190014,-15530,0
1.28601e-07,0.0189999,-15542.1,0
1.28701e-07,0.0189983,-15554.2,0
1.28801e-07,0.0189968,-15566.3,0
1.28901e-07,0.0189952,-15578.3,0
1.29001e-07,0.0189936,-15590.4,0
1.29101e-07,0.0189921,-15602.5,0
1.29201e-07,0.0189905,-15614.6,0
1.29301e-07,0.018989,-15626.6,0
1.29401e-07,0.0189874,-15638.7,0
1.29501e-07,0.0189858,-15650.8,0
1.29601e-07,0.0189843,-15662.9,0
1.29701e-07,0.0189827,-15674.9,0
1.29801e-07,0.0189811,-15687,0
1.29901e-07,0.0189796,-15699.1,0
1.30001e-07,0.018978,-15711.2,0
1.30101e-07,0.0189764,-15723.3,0
1.30201e-07,0.0189748,-15735.3,0
1.30301e-07,0.0189733,-15747.4,0
1.30401e-07,0.0189717,-15759.5,0
1.30501e-07,0.0189701,-15771.6,0
1.30601e-07,0.0189685,-15783.6,0
1.30701e-07,0.018967,-15795.7,0
1.30801e-07,0.0189654,-15807.8,0
1.30901e-07,0.0189638,-15819.9,0
1.31001e-07,0.0189622,-15831.9,0
1.31101e-07,0.0189606,-15844,0
1.31201e-07,0.018959,-15856.1,0
1.31301e-07,0.0189575,-15868.2,0
