z, Voltage (V), Electric Field (Newton/Coulomb)
3.5204e-06 , 0.589417 , -167405
-1.47894e-06 , -0.443682 , -300000
-6.47921e-06 , -1.94376 , -300000
-1.14795e-05 , -3.44384 , -300000
-1.64798e-05 , -4.94393 , -300000
-2.14791e-05 , -6.44373 , -300000
-2.64794e-05 , -7.94381 , -300000
-3.14796e-05 , -9.44389 , -300000
-3.6479e-05 , -10.9437 , -300000
-4.14792e-05 , -12.4438 , -300000
-4.64795e-05 , -13.9439 , -300000
-5.14798e-05 , -15.4439 , -300000
-5.64791e-05 , -16.9437 , -300000
-6.14794e-05 , -18.4438 , -300000
-6.64797e-05 , -19.9439 , -300000
-7.1479e-05 , -21.4437 , -300000
-7.64793e-05 , -22.9438 , -300000
-8.14795e-05 , -24.4439 , -300000
-8.64789e-05 , -25.9437 , -300000
-9.14792e-05 , -27.4437 , -300000
-9.64794e-05 , -28.9438 , -300000
-0.00010148 , -30.4439 , -300000
-0.000106479 , -31.9437 , -300000
-0.000111479 , -33.4438 , -300000
-0.00011648 , -34.9439 , -300000
-0.000121479 , -36.4437 , -300000
-0.000126479 , -37.9438 , -300000
-0.000131479 , -39.4438 , -300000
-0.00013648 , -40.9439 , -300000
-0.000141479 , -42.4437 , -300000
-0.000146479 , -43.9438 , -300000
-0.00015148 , -45.4439 , -300000
-0.000156479 , -46.9437 , -300000
-0.000161479 , -48.4438 , -300000
-0.000166479 , -49.9438 , -300000
-0.00017148 , -51.4439 , -300000
-0.000176479 , -52.9437 , -300000
-0.000181479 , -54.4438 , -300000
-0.00018648 , -55.9439 , -300000
-0.000191479 , -57.4437 , -300000
-0.000196479 , -58.9438 , -300000
-0.00020148 , -59.2109 , 533333
-0.000206479 , -56.5446 , 533333
-0.000211479 , -53.8778 , 533333
-0.000216479 , -51.211 , 533333
-0.00022148 , -48.5442 , 533333
-0.000226479 , -45.8779 , 533333
-0.000231479 , -43.211 , 533333
-0.00023648 , -40.5442 , 533333
-0.000241479 , -37.8779 , 533333
-0.000246479 , -35.2111 , 533333
-0.000251479 , -32.5443 , 533333
-0.00025648 , -29.8775 , 533333
-0.000261479 , -27.2112 , 533333
-0.000266479 , -24.5444 , 533333
-0.00027148 , -21.8775 , 533333
-0.000276479 , -19.2112 , 533333
-0.000281479 , -16.5444 , 533333
-0.000286479 , -13.8776 , 533333
-0.00029148 , -11.2108 , 533333
-0.000296479 , -8.54448 , 533333
-0.000301479 , -5.87766 , 533333
-0.00030648 , -3.21085 , 533333
-0.000311479 , -0.54454 , 533333
-0.000316479 , 2.12227 , 533333
-0.00032148 , 4.78909 , 533333
-0.000326479 , 7.4554 , 533333
-0.000331479 , 10.1222 , 533333
-0.000336479 , 12.789 , 533333
-0.00034148 , 15.4558 , 533333
-0.000346479 , 18.1221 , 533333
-0.000351479 , 20.789 , 533333
-0.00035648 , 23.4558 , 533333
-0.000361479 , 26.1221 , 533333
-0.000366479 , 28.7889 , 533333
-0.000371479 , 31.4557 , 533333
-0.00037648 , 34.1225 , 533333
-0.000381479 , 36.7888 , 533333
-0.000386479 , 39.4557 , 533333
-0.00039148 , 42.1225 , 533333
-0.000396479 , 44.7888 , 533333
-0.000401479 , 47.4556 , 533333
-0.000406479 , 50.1224 , 533333
-0.00041148 , 52.7892 , 533333
-0.000416479 , 55.4555 , 533333
-0.000421479 , 58.1223 , 533333
-0.00042648 , 60.7892 , 533333
-0.000431479 , 63.4555 , 533333
-0.000436479 , 66.1223 , 533333
-0.000441479 , 68.7891 , 533333
-0.00044648 , 71.4559 , 533333
-0.000451479 , 74.1222 , 533333
-0.000456479 , 76.789 , 533333
-0.00046148 , 79.4558 , 533333
-0.000466479 , 82.1222 , 533333
-0.000471479 , 84.789 , 533333
-0.00047648 , 87.4558 , 533333
-0.000481479 , 90.1221 , 533333
-0.000486479 , 92.7889 , 533333
-0.000491479 , 95.4557 , 533333
-0.00049648 , 98.1225 , 533333
-0.000501479 , 99.1619 , -566667
-0.000506479 , 96.3284 , -566667
-0.00051148 , 93.4949 , -566667
-0.000516479 , 90.6619 , -566667
-0.000521479 , 87.8284 , -566667
-0.000526479 , 84.9949 , -566667
-0.00053148 , 82.1615 , -566667
-0.000536479 , 79.3285 , -566667
-0.000541479 , 76.495 , -566667
-0.00054648 , 73.6615 , -566667
-0.000551479 , 70.8286 , -566667
-0.000556479 , 67.9951 , -566667
-0.000561479 , 65.1616 , -566667
-0.00056648 , 62.3281 , -566667
-0.000571479 , 59.4951 , -566667
-0.000576479 , 56.6617 , -566667
-0.00058148 , 53.8282 , -566667
-0.000586479 , 50.9952 , -566667
-0.000591479 , 48.1617 , -566667
-0.00059648 , 45.3282 , -566667
-0.000601479 , 42.4953 , -566667
-0.000606479 , 39.6618 , -566667
-0.000611479 , 36.8283 , -566667
-0.00061648 , 33.9948 , -566667
-0.000621479 , 31.1619 , -566667
-0.000626479 , 28.3284 , -566667
-0.00063148 , 25.4949 , -566667
-0.000636479 , 22.6619 , -566667
-0.000641479 , 19.8284 , -566667
-0.000646479 , 16.9949 , -566667
-0.00065148 , 14.1615 , -566667
-0.000656479 , 11.3285 , -566667
-0.000661479 , 8.49503 , -566667
-0.00066648 , 5.66153 , -566667
-0.000671479 , 2.82855 , -566667
-0.000676479 , -0.00491333 , -566667
-0.000681479 , -2.83841 , -566667
-0.00068648 , -5.67191 , -566667
-0.000691479 , -8.50485 , -566667
-0.000696479 , -11.3383 , -566667
-0.00070148 , -14.1718 , -566667
-0.000706479 , -17.0048 , -566667
-0.000711479 , -19.8383 , -566667
-0.000716479 , -22.6718 , -566667
-0.00072148 , -25.5052 , -566667
-0.000726479 , -28.3382 , -566667
-0.000731479 , -31.1717 , -566667
-0.00073648 , -34.0052 , -566667
-0.000741479 , -36.8381 , -566667
-0.000746479 , -39.6716 , -566667
-0.00075148 , -42.5051 , -566667
-0.000756479 , -45.3381 , -566667
-0.000761479 , -48.1716 , -566667
-0.000766479 , -51.0051 , -566667
-0.00077148 , -53.8385 , -566667
-0.000776479 , -56.6715 , -566667
-0.000781479 , -59.505 , -566667
-0.00078648 , -62.3385 , -566667
-0.000791479 , -65.1714 , -566667
-0.000796479 , -68.0049 , -566667
-0.000801479 , -69.926 , 50000
-0.00080648 , -69.676 , 50000
-0.000811479 , -69.426 , 50000
-0.000816479 , -69.176 , 50000
-0.00082148 , -68.926 , 50000
-0.000826479 , -68.676 , 50000
-0.000831479 , -68.426 , 50000
-0.000836479 , -68.176 , 50000
-0.00084148 , -67.926 , 50000
-0.000846479 , -67.676 , 50000
-0.000851479 , -67.426 , 50000
-0.00085648 , -67.176 , 50000
-0.000861479 , -66.926 , 50000
-0.000866479 , -66.676 , 50000
-0.00087148 , -66.426 , 50000
-0.000876479 , -66.1761 , 50000
-0.000881479 , -65.926 , 50000
-0.000886479 , -65.676 , 50000
-0.00089148 , -65.426 , 50000
-0.000896479 , -65.176 , 50000
-0.000901479 , -64.926 , 50000
-0.00090648 , -64.676 , 50000
-0.000911479 , -64.4261 , 50000
-0.000916479 , -64.176 , 50000
-0.000921479 , -63.926 , 50000
-0.00092648 , -63.676 , 50000
-0.000931479 , -63.426 , 50000
-0.000936479 , -63.176 , 50000
-0.00094148 , -62.926 , 50000
-0.000946479 , -62.676 , 50000
-0.000951479 , -62.426 , 50000
-0.000956479 , -62.176 , 50000
-0.00096148 , -61.926 , 50000
-0.000966479 , -61.676 , 50000
-0.000971479 , -61.426 , 50000
-0.00097648 , -61.176 , 50000
-0.000981479 , -60.926 , 50000
-0.000986479 , -60.676 , 50000
-0.000991479 , -60.426 , 50000
-0.000996479 , -60.1761 , 50000
