z, Voltage (V), Electric Field (Newton/Coulomb)
0.00406852 , 614.637 , -131917
0.00406352 , 613.977 , -131974
0.00405852 , 613.317 , -132030
0.00405352 , 612.657 , -132086
0.00404852 , 611.997 , -132142
0.00404352 , 611.336 , -132199
0.00403852 , 610.675 , -132255
0.00403352 , 610.013 , -132311
0.00402852 , 609.351 , -132367
0.00402352 , 608.69 , -132423
0.00401852 , 608.027 , -132479
0.00401352 , 607.365 , -132535
0.00400852 , 606.702 , -132591
0.00400352 , 606.039 , -132647
0.00399852 , 605.375 , -132703
0.00399352 , 604.712 , -132758
0.00398852 , 604.048 , -132814
0.00398352 , 603.384 , -132870
0.00397852 , 602.719 , -132925
0.00397352 , 602.054 , -132981
0.00396852 , 601.389 , -133037
0.00396352 , 600.724 , -133092
0.00395852 , 600.058 , -133147
0.00395352 , 599.393 , -133203
0.00394852 , 598.726 , -133258
0.00394352 , 598.06 , -133313
0.00393852 , 597.393 , -133369
0.00393352 , 596.726 , -133424
0.00392852 , 596.059 , -133479
0.00392352 , 595.391 , -133534
0.00391852 , 594.724 , -133589
0.00391352 , 594.056 , -133644
0.00390852 , 593.387 , -133699
0.00390352 , 592.719 , -133754
0.00389852 , 592.05 , -133809
0.00389352 , 591.381 , -133864
0.00388852 , 590.711 , -133919
0.00388352 , 590.041 , -133973
0.00387852 , 589.371 , -134028
0.00387352 , 588.701 , -134083
0.00386852 , 588.031 , -134137
0.00386352 , 587.36 , -134192
0.00385852 , 586.689 , -134246
0.00385352 , 586.017 , -134301
0.00384852 , 585.346 , -134355
0.00384352 , 584.674 , -134410
0.00383852 , 584.001 , -134464
0.00383352 , 583.329 , -134518
0.00382852 , 582.656 , -134573
0.00382352 , 581.983 , -134627
0.00381852 , 581.31 , -134681
0.00381352 , 580.636 , -134735
0.00380852 , 579.963 , -134789
0.00380352 , 579.289 , -134843
0.00379852 , 578.614 , -134897
0.00379352 , 577.94 , -134951
0.00378852 , 577.265 , -135005
0.00378352 , 576.59 , -135059
0.00377852 , 575.914 , -135113
0.00377352 , 575.238 , -135167
0.00376852 , 574.562 , -135221
0.00376352 , 573.886 , -135274
0.00375852 , 573.21 , -135328
0.00375352 , 572.533 , -135381
0.00374852 , 571.856 , -135435
0.00374352 , 571.179 , -135489
0.00373852 , 570.501 , -135542
0.00373352 , 569.823 , -135596
0.00372852 , 569.145 , -135649
0.00372352 , 568.467 , -135702
0.00371852 , 567.788 , -135756
0.00371352 , 567.109 , -135809
0.00370852 , 566.43 , -135862
0.00370352 , 565.75 , -135915
0.00369852 , 565.071 , -135968
0.00369352 , 564.391 , -136022
0.00368852 , 563.711 , -136075
0.00368352 , 563.03 , -136128
0.00367852 , 562.349 , -136181
0.00367352 , 561.668 , -136234
0.00366852 , 560.987 , -136287
0.00366352 , 560.305 , -136339
0.00365852 , 559.624 , -136392
0.00365352 , 558.942 , -136445
0.00364852 , 558.259 , -136498
0.00364352 , 557.577 , -136550
0.00363852 , 556.894 , -136603
0.00363352 , 556.21 , -136656
0.00362852 , 555.527 , -136708
0.00362352 , 554.843 , -136761
0.00361852 , 554.159 , -136813
0.00361352 , 553.475 , -136866
0.00360852 , 552.791 , -136918
0.00360352 , 552.106 , -136971
0.00359852 , 551.421 , -137023
0.00359352 , 550.736 , -137075
0.00358852 , 550.05 , -137128
0.00358352 , 549.365 , -137180
0.00357852 , 548.679 , -137232
0.00357352 , 547.992 , -137284
0.00356852 , 547.306 , -137336
0.00356352 , 546.619 , -137388
0.00355852 , 545.932 , -137440
0.00355352 , 545.245 , -137492
0.00354852 , 544.557 , -137544
0.00354352 , 543.869 , -137596
0.00353852 , 543.181 , -137648
0.00353352 , 542.493 , -137700
0.00352852 , 541.804 , -137752
0.00352352 , 541.115 , -137803
0.00351852 , 540.426 , -137855
0.00351352 , 539.737 , -137907
0.00350852 , 539.047 , -137958
0.00350352 , 538.357 , -138010
0.00349852 , 537.667 , -138061
0.00349352 , 536.976 , -138113
0.00348852 , 536.286 , -138164
0.00348352 , 535.595 , -138216
0.00347852 , 534.903 , -138267
0.00347352 , 534.212 , -138319
0.00346852 , 533.52 , -138370
0.00346352 , 532.828 , -138421
0.00345852 , 532.136 , -138472
0.00345352 , 531.444 , -138524
0.00344852 , 530.751 , -138575
0.00344352 , 530.058 , -138626
0.00343852 , 529.365 , -138677
0.00343352 , 528.671 , -138728
0.00342852 , 527.977 , -138779
0.00342352 , 527.283 , -138830
0.00341852 , 526.589 , -138881
0.00341352 , 525.895 , -138932
0.00340852 , 525.2 , -138983
0.00340352 , 524.505 , -139034
0.00339852 , 523.809 , -139085
0.00339352 , 523.114 , -139135
0.00338852 , 522.418 , -139186
0.00338352 , 521.722 , -139237
0.00337852 , 521.026 , -139287
0.00337352 , 520.329 , -139338
0.00336852 , 519.632 , -139389
0.00336352 , 518.935 , -139439
0.00335852 , 518.238 , -139490
0.00335352 , 517.54 , -139540
0.00334852 , 516.842 , -139590
0.00334352 , 516.144 , -139641
0.00333852 , 515.446 , -139691
0.00333352 , 514.747 , -139742
0.00332852 , 514.049 , -139792
0.00332352 , 513.349 , -139842
0.00331852 , 512.65 , -139892
0.00331352 , 511.951 , -139942
0.00330852 , 511.251 , -139993
0.00330352 , 510.551 , -140043
0.00329852 , 509.85 , -140093
0.00329352 , 509.15 , -140143
0.00328852 , 508.449 , -140193
0.00328352 , 507.748 , -140243
0.00327852 , 507.046 , -140293
0.00327352 , 506.345 , -140343
0.00326852 , 505.643 , -140392
0.00326352 , 504.941 , -140442
0.00325852 , 504.239 , -140492
0.00325352 , 503.536 , -140542
0.00324852 , 502.833 , -140592
0.00324352 , 502.13 , -140641
0.00323852 , 501.427 , -140691
0.00323352 , 500.723 , -140740
0.00322852 , 500.019 , -140790
0.00322352 , 499.315 , -140840
0.00321852 , 498.611 , -140889
0.00321352 , 497.906 , -140939
0.00320852 , 497.202 , -140988
0.00320352 , 496.497 , -141037
0.00319852 , 495.791 , -141087
0.00319352 , 495.086 , -141136
0.00318852 , 494.38 , -141185
0.00318352 , 493.674 , -141235
0.00317852 , 492.968 , -141284
0.00317352 , 492.261 , -141333
0.00316852 , 491.554 , -141382
0.00316352 , 490.847 , -141431
0.00315852 , 490.14 , -141480
0.00315352 , 489.432 , -141530
0.00314852 , 488.725 , -141579
0.00314352 , 488.017 , -141628
0.00313852 , 487.308 , -141676
0.00313352 , 486.6 , -141725
0.00312852 , 485.891 , -141774
0.00312352 , 485.182 , -141823
0.00311852 , 484.473 , -141872
0.00311352 , 483.763 , -141921
0.00310852 , 483.054 , -141969
0.00310352 , 482.344 , -142018
0.00309852 , 481.633 , -142067
0.00309352 , 480.923 , -142116
0.00308852 , 480.212 , -142164
0.00308352 , 479.501 , -142213
0.00307852 , 478.79 , -142261
0.00307352 , 478.079 , -142310
0.00306852 , 477.367 , -142358
0.00306352 , 476.655 , -142407
0.00305852 , 475.943 , -142455
0.00305352 , 475.231 , -142504
0.00304852 , 474.518 , -142552
0.00304352 , 473.805 , -142600
0.00303852 , 473.092 , -142649
0.00303352 , 472.379 , -142697
0.00302852 , 471.665 , -142745
0.00302352 , 470.951 , -142793
0.00301852 , 470.237 , -142841
0.00301352 , 469.523 , -142890
0.00300852 , 468.808 , -142938
0.00300352 , 468.093 , -142986
0.00299852 , 467.378 , -143034
0.00299352 , 466.663 , -143082
0.00298852 , 465.948 , -143130
0.00298352 , 465.232 , -143178
0.00297852 , 464.516 , -143225
0.00297352 , 463.799 , -143273
0.00296852 , 463.083 , -143321
0.00296352 , 462.366 , -143369
0.00295852 , 461.649 , -143417
0.00295352 , 460.932 , -143465
0.00294852 , 460.215 , -143512
0.00294352 , 459.497 , -143560
0.00293852 , 458.779 , -143608
0.00293352 , 458.061 , -143655
0.00292852 , 457.342 , -143703
0.00292352 , 456.624 , -143750
0.00291852 , 455.905 , -143798
0.00291352 , 455.186 , -143845
0.00290852 , 454.467 , -143893
0.00290352 , 453.747 , -143940
0.00289852 , 453.027 , -143988
0.00289352 , 452.307 , -144035
0.00288852 , 451.587 , -144082
0.00288352 , 450.866 , -144130
0.00287852 , 450.145 , -144177
0.00287352 , 449.424 , -144224
0.00286852 , 448.703 , -144271
0.00286352 , 447.982 , -144318
0.00285852 , 447.26 , -144366
0.00285352 , 446.538 , -144413
0.00284852 , 445.816 , -144460
0.00284352 , 445.094 , -144507
0.00283852 , 444.371 , -144554
0.00283352 , 443.648 , -144601
0.00282852 , 442.925 , -144648
0.00282352 , 442.201 , -144695
0.00281852 , 441.478 , -144742
0.00281352 , 440.754 , -144789
0.00280852 , 440.03 , -144835
0.00280352 , 439.306 , -144882
0.00279852 , 438.581 , -144929
0.00279352 , 437.856 , -144976
0.00278852 , 437.131 , -145022
0.00278352 , 436.406 , -145069
0.00277852 , 435.681 , -145116
0.00277352 , 434.955 , -145162
0.00276852 , 434.229 , -145209
0.00276352 , 433.503 , -145256
0.00275852 , 432.777 , -145302
0.00275352 , 432.05 , -145349
0.00274852 , 431.323 , -145395
0.00274352 , 430.596 , -145442
0.00273852 , 429.869 , -145488
0.00273352 , 429.141 , -145534
0.00272852 , 428.413 , -145581
0.00272352 , 427.685 , -145627
0.00271852 , 426.957 , -145673
0.00271352 , 426.229 , -145720
0.00270852 , 425.5 , -145766
0.00270352 , 424.771 , -145812
0.00269852 , 424.042 , -145858
0.00269352 , 423.312 , -145905
0.00268852 , 422.583 , -145951
0.00268352 , 421.853 , -145997
0.00267852 , 421.123 , -146043
0.00267352 , 420.392 , -146089
0.00266852 , 419.662 , -146135
0.00266352 , 418.931 , -146181
0.00265852 , 418.2 , -146227
0.00265352 , 417.469 , -146273
0.00264852 , 416.737 , -146319
0.00264352 , 416.006 , -146365
0.00263852 , 415.274 , -146410
0.00263352 , 414.541 , -146456
0.00262852 , 413.809 , -146502
0.00262352 , 413.076 , -146548
0.00261852 , 412.344 , -146593
0.00261352 , 411.611 , -146639
0.00260852 , 410.877 , -146685
0.00260352 , 410.144 , -146730
0.00259852 , 409.41 , -146776
0.00259352 , 408.676 , -146822
0.00258852 , 407.942 , -146867
0.00258352 , 407.207 , -146913
0.00257852 , 406.473 , -146958
0.00257352 , 405.738 , -147004
0.00256852 , 405.003 , -147049
0.00256352 , 404.267 , -147095
0.00255852 , 403.532 , -147140
0.00255352 , 402.796 , -147185
0.00254852 , 402.06 , -147231
0.00254352 , 401.323 , -147276
0.00253852 , 400.587 , -147321
0.00253352 , 399.85 , -147366
0.00252852 , 399.113 , -147412
0.00252352 , 398.376 , -147457
0.00251852 , 397.639 , -147502
0.00251352 , 396.901 , -147547
0.00250852 , 396.163 , -147592
0.00250352 , 395.425 , -147637
0.00249852 , 394.687 , -147682
0.00249352 , 393.948 , -147727
0.00248852 , 393.21 , -147772
0.00248352 , 392.471 , -147817
0.00247852 , 391.731 , -147862
0.00247352 , 390.992 , -147907
0.00246852 , 390.252 , -147952
0.00246352 , 389.512 , -147997
0.00245852 , 388.772 , -148042
0.00245352 , 388.032 , -148087
0.00244852 , 387.292 , -148131
0.00244352 , 386.551 , -148176
0.00243852 , 385.81 , -148221
0.00243352 , 385.069 , -148266
0.00242852 , 384.327 , -148310
0.00242352 , 383.585 , -148355
0.00241852 , 382.844 , -148400
0.00241352 , 382.101 , -148444
0.00240852 , 381.359 , -148489
0.00240352 , 380.617 , -148533
0.00239852 , 379.874 , -148578
0.00239352 , 379.131 , -148622
0.00238852 , 378.388 , -148667
0.00238352 , 377.644 , -148711
0.00237852 , 376.9 , -148755
0.00237352 , 376.157 , -148800
0.00236852 , 375.412 , -148844
0.00236352 , 374.668 , -148889
0.00235852 , 373.924 , -148933
0.00235352 , 373.179 , -148977
0.00234852 , 372.434 , -149021
0.00234352 , 371.689 , -149066
0.00233852 , 370.943 , -149110
0.00233352 , 370.197 , -149154
0.00232852 , 369.452 , -149198
0.00232352 , 368.706 , -149242
0.00231852 , 367.959 , -149286
0.00231352 , 367.213 , -149330
0.00230852 , 366.466 , -149374
0.00230352 , 365.719 , -149418
0.00229852 , 364.972 , -149462
0.00229352 , 364.224 , -149506
0.00228852 , 363.477 , -149550
0.00228352 , 362.729 , -149594
0.00227852 , 361.981 , -149638
0.00227352 , 361.232 , -149682
0.00226852 , 360.484 , -149726
0.00226352 , 359.735 , -149770
0.00225852 , 358.986 , -149813
0.00225352 , 358.237 , -149857
0.00224852 , 357.488 , -149901
0.00224352 , 356.738 , -149945
0.00223852 , 355.988 , -149988
0.00223352 , 355.238 , -150032
0.00222852 , 354.488 , -150075
0.00222352 , 353.737 , -150119
0.00221852 , 352.987 , -150163
0.00221352 , 352.236 , -150206
0.00220852 , 351.485 , -150250
0.00220352 , 350.733 , -150293
0.00219852 , 349.982 , -150337
0.00219352 , 349.23 , -150380
0.00218852 , 348.478 , -150424
0.00218352 , 347.726 , -150467
0.00217852 , 346.973 , -150510
0.00217352 , 346.221 , -150554
0.00216852 , 345.468 , -150597
0.00216352 , 344.715 , -150640
0.00215852 , 343.961 , -150684
0.00215352 , 343.208 , -150727
0.00214852 , 342.454 , -150770
0.00214352 , 341.7 , -150813
0.00213852 , 340.946 , -150856
0.00213352 , 340.191 , -150900
0.00212852 , 339.437 , -150943
0.00212352 , 338.682 , -150986
0.00211852 , 337.927 , -151029
0.00211352 , 337.172 , -151072
0.00210852 , 336.416 , -151115
0.00210352 , 335.661 , -151158
0.00209852 , 334.905 , -151201
0.00209352 , 334.149 , -151244
0.00208852 , 333.392 , -151287
0.00208352 , 332.636 , -151330
0.00207852 , 331.879 , -151373
0.00207352 , 331.122 , -151416
0.00206852 , 330.365 , -151458
0.00206352 , 329.607 , -151501
0.00205852 , 328.85 , -151544
0.00205352 , 328.092 , -151587
0.00204852 , 327.334 , -151629
0.00204352 , 326.576 , -151672
0.00203852 , 325.817 , -151715
0.00203352 , 325.059 , -151758
0.00202852 , 324.3 , -151800
0.00202352 , 323.54 , -151843
0.00201852 , 322.781 , -151885
0.00201352 , 322.022 , -151928
0.00200852 , 321.262 , -151970
0.00200352 , 320.502 , -152013
0.00199852 , 319.742 , -152055
0.00199352 , 318.981 , -152098
0.00198852 , 318.221 , -152140
0.00198352 , 317.46 , -152183
0.00197852 , 316.699 , -152225
0.00197352 , 315.938 , -152268
0.00196852 , 315.176 , -152310
0.00196352 , 314.415 , -152352
0.00195852 , 313.653 , -152395
0.00195352 , 312.891 , -152437
0.00194852 , 312.128 , -152479
0.00194352 , 311.366 , -152521
0.00193852 , 310.603 , -152564
0.00193352 , 309.84 , -152606
0.00192852 , 309.077 , -152648
0.00192352 , 308.314 , -152690
0.00191852 , 307.55 , -152732
0.00191352 , 306.786 , -152774
0.00190852 , 306.023 , -152816
0.00190352 , 305.258 , -152858
0.00189852 , 304.494 , -152900
0.00189352 , 303.729 , -152942
0.00188852 , 302.964 , -152984
0.00188352 , 302.2 , -153026
0.00187852 , 301.434 , -153068
0.00187352 , 300.669 , -153110
0.00186852 , 299.903 , -153152
0.00186352 , 299.137 , -153194
0.00185852 , 298.371 , -153236
0.00185352 , 297.605 , -153278
0.00184852 , 296.838 , -153320
0.00184352 , 296.072 , -153361
0.00183852 , 295.305 , -153403
0.00183352 , 294.538 , -153445
0.00182852 , 293.77 , -153486
0.00182352 , 293.003 , -153528
0.00181852 , 292.235 , -153570
0.00181352 , 291.467 , -153611
0.00180852 , 290.699 , -153653
0.00180352 , 289.931 , -153695
0.00179852 , 289.162 , -153736
0.00179352 , 288.393 , -153778
0.00178852 , 287.624 , -153819
0.00178352 , 286.855 , -153861
0.00177852 , 286.086 , -153902
0.00177352 , 285.316 , -153944
0.00176852 , 284.546 , -153985
0.00176352 , 283.776 , -154027
0.00175852 , 283.006 , -154068
0.00175352 , 282.235 , -154109
0.00174852 , 281.465 , -154151
0.00174352 , 280.694 , -154192
0.00173852 , 279.923 , -154233
0.00173352 , 279.152 , -154275
0.00172852 , 278.38 , -154316
0.00172352 , 277.608 , -154357
0.00171852 , 276.837 , -154398
0.00171352 , 276.065 , -154440
0.00170852 , 275.292 , -154481
0.00170352 , 274.52 , -154522
0.00169852 , 273.747 , -154563
0.00169352 , 272.974 , -154604
0.00168852 , 272.201 , -154645
0.00168352 , 271.428 , -154686
0.00167852 , 270.654 , -154727
0.00167352 , 269.88 , -154768
0.00166852 , 269.106 , -154809
0.00166352 , 268.332 , -154850
0.00165852 , 267.558 , -154891
0.00165352 , 266.783 , -154932
0.00164852 , 266.009 , -154973
0.00164352 , 265.234 , -155014
0.00163852 , 264.458 , -155055
0.00163352 , 263.683 , -155096
0.00162852 , 262.907 , -155137
0.00162352 , 262.132 , -155177
0.00161852 , 261.356 , -155218
0.00161352 , 260.579 , -155259
0.00160852 , 259.803 , -155300
0.00160352 , 259.026 , -155340
0.00159852 , 258.25 , -155381
0.00159352 , 257.473 , -155422
0.00158852 , 256.695 , -155462
0.00158352 , 255.918 , -155503
0.00157852 , 255.14 , -155544
0.00157352 , 254.363 , -155584
0.00156852 , 253.585 , -155625
0.00156352 , 252.806 , -155665
0.00155852 , 252.028 , -155706
0.00155352 , 251.249 , -155746
0.00154852 , 250.471 , -155787
0.00154352 , 249.691 , -155827
0.00153852 , 248.912 , -155868
0.00153352 , 248.133 , -155908
0.00152852 , 247.353 , -155949
0.00152352 , 246.573 , -155989
0.00151852 , 245.793 , -156029
0.00151352 , 245.013 , -156070
0.00150852 , 244.233 , -156110
0.00150352 , 243.452 , -156150
0.00149852 , 242.671 , -156191
0.00149352 , 241.89 , -156231
0.00148852 , 241.109 , -156271
0.00148352 , 240.327 , -156311
0.00147852 , 239.546 , -156351
0.00147352 , 238.764 , -156392
0.00146852 , 237.982 , -156432
0.00146352 , 237.199 , -156472
0.00145852 , 236.417 , -156512
0.00145352 , 235.634 , -156552
0.00144852 , 234.851 , -156592
0.00144352 , 234.068 , -156632
0.00143852 , 233.285 , -156672
0.00143352 , 232.502 , -156712
0.00142852 , 231.718 , -156752
0.00142352 , 230.934 , -156792
0.00141852 , 230.15 , -156832
0.00141352 , 229.366 , -156872
0.00140852 , 228.581 , -156912
0.00140352 , 227.797 , -156952
0.00139852 , 227.012 , -156992
0.00139352 , 226.227 , -157032
0.00138852 , 225.442 , -157071
0.00138352 , 224.656 , -157111
0.00137852 , 223.87 , -157151
0.00137352 , 223.085 , -157191
0.00136852 , 222.299 , -157231
0.00136352 , 221.512 , -157270
0.00135852 , 220.726 , -157310
0.00135352 , 219.939 , -157350
0.00134852 , 219.152 , -157389
0.00134352 , 218.365 , -157429
0.00133852 , 217.578 , -157469
0.00133352 , 216.791 , -157508
0.00132852 , 216.003 , -157548
0.00132352 , 215.215 , -157587
0.00131852 , 214.427 , -157627
0.00131352 , 213.639 , -157666
0.00130852 , 212.85 , -157706
0.00130352 , 212.062 , -157745
0.00129852 , 211.273 , -157785
0.00129352 , 210.484 , -157824
0.00128852 , 209.695 , -157864
0.00128352 , 208.905 , -157903
0.00127852 , 208.116 , -157943
0.00127352 , 207.326 , -157982
0.00126852 , 206.536 , -158021
0.00126352 , 205.746 , -158061
0.00125852 , 204.955 , -158100
0.00125352 , 204.165 , -158139
0.00124852 , 203.374 , -158178
0.00124352 , 202.583 , -158218
0.00123852 , 201.792 , -158257
0.00123352 , 201 , -158296
0.00122852 , 200.209 , -158335
0.00122352 , 199.417 , -158374
0.00121852 , 198.625 , -158414
0.00121352 , 197.833 , -158453
0.00120852 , 197.04 , -158492
0.00120352 , 196.248 , -158531
0.00119852 , 195.455 , -158570
0.00119352 , 194.662 , -158609
0.00118852 , 193.869 , -158648
0.00118352 , 193.076 , -158687
0.00117852 , 192.282 , -158726
0.00117352 , 191.488 , -158765
0.00116852 , 190.695 , -158804
0.00116352 , 189.901 , -158843
0.00115852 , 189.106 , -158882
0.00115352 , 188.312 , -158921
0.00114852 , 187.517 , -158960
0.00114352 , 186.722 , -158999
0.00113852 , 185.927 , -159037
0.00113352 , 185.132 , -159076
0.00112852 , 184.336 , -159115
0.00112352 , 183.54 , -159154
0.00111852 , 182.745 , -159193
0.00111352 , 181.949 , -159231
0.00110852 , 181.152 , -159270
0.00110352 , 180.356 , -159309
0.00109852 , 179.559 , -159348
0.00109352 , 178.762 , -159386
0.00108852 , 177.965 , -159425
0.00108352 , 177.168 , -159464
0.00107852 , 176.371 , -159502
0.00107352 , 175.573 , -159541
0.00106852 , 174.775 , -159579
0.00106352 , 173.977 , -159618
0.00105852 , 173.179 , -159656
0.00105352 , 172.381 , -159695
0.00104852 , 171.582 , -159733
0.00104352 , 170.784 , -159772
0.00103852 , 169.984 , -159810
0.00103352 , 169.185 , -159849
0.00102852 , 168.386 , -159887
0.00102352 , 167.586 , -159926
0.00101852 , 166.787 , -159964
0.00101352 , 165.987 , -160003
0.00100852 , 165.187 , -160041
0.00100352 , 164.386 , -160079
0.000998521 , 163.586 , -160118
0.00099352 , 162.785 , -160156
0.000988521 , 161.984 , -160194
0.000983521 , 161.183 , -160232
0.000978521 , 160.382 , -160271
0.000973521 , 159.581 , -160309
0.000968521 , 158.779 , -160347
0.000963521 , 157.977 , -160385
0.00095852 , 157.175 , -160424
0.000953521 , 156.373 , -160462
0.000948521 , 155.57 , -160500
0.000943521 , 154.768 , -160538
0.000938521 , 153.965 , -160576
0.00093352 , 153.162 , -160614
0.000928521 , 152.359 , -160652
0.000923521 , 151.556 , -160690
0.000918521 , 150.752 , -160728
0.000913521 , 149.948 , -160766
0.000908521 , 149.144 , -160804
0.000903521 , 148.34 , -160842
0.00089852 , 147.536 , -160880
0.000893521 , 146.731 , -160918
0.000888521 , 145.927 , -160956
0.000883521 , 145.122 , -160994
0.000878521 , 144.317 , -161032
0.000873521 , 143.512 , -161070
0.000868521 , 142.706 , -161108
0.00086352 , 141.9 , -161145
0.000858521 , 141.095 , -161183
0.000853521 , 140.289 , -161221
0.000848521 , 139.482 , -161259
0.000843521 , 138.676 , -161297
0.00083852 , 137.869 , -161334
0.000833521 , 137.063 , -161372
0.000828521 , 136.256 , -161410
0.000823521 , 135.449 , -161448
0.000818521 , 134.641 , -161485
0.000813521 , 133.834 , -161523
0.000808521 , 133.026 , -161560
0.00080352 , 132.218 , -161598
0.000798521 , 131.41 , -161636
0.000793521 , 130.602 , -161673
0.000788521 , 129.793 , -161711
0.000783521 , 128.985 , -161748
0.00077852 , 128.176 , -161786
0.000773521 , 127.367 , -161823
0.000768521 , 126.558 , -161861
0.000763521 , 125.748 , -161898
0.000758521 , 124.939 , -161936
0.000753521 , 124.129 , -161973
0.000748521 , 123.319 , -162011
0.00074352 , 122.509 , -162048
0.000738521 , 121.698 , -162086
0.000733521 , 120.888 , -162123
0.000728521 , 120.077 , -162160
0.000723521 , 119.266 , -162198
0.00071852 , 118.455 , -162235
0.000713521 , 117.644 , -162272
0.000708521 , 116.833 , -162310
0.000703521 , 116.021 , -162347
0.000698521 , 115.209 , -162384
0.000693521 , 114.397 , -162421
0.000688521 , 113.585 , -162459
0.00068352 , 112.772 , -162496
0.000678521 , 111.96 , -162533
0.000673521 , 111.147 , -162570
0.000668521 , 110.334 , -162607
0.000663521 , 109.521 , -162645
0.00065852 , 108.708 , -162682
0.000653521 , 107.894 , -162719
0.000648521 , 107.081 , -162756
0.000643521 , 106.267 , -162793
0.000638521 , 105.453 , -162830
0.000633521 , 104.638 , -162867
0.000628521 , 103.824 , -162904
0.00062352 , 103.009 , -162941
0.000618521 , 102.195 , -162978
0.000613521 , 101.38 , -163015
0.000608521 , 100.564 , -163052
0.000603521 , 99.7491 , -163089
0.000598521 , 98.9334 , -163126
0.000593521 , 98.1178 , -163163
0.00058852 , 97.3019 , -163200
0.000583521 , 96.4857 , -163237
0.000578521 , 95.6696 , -163273
0.000573521 , 94.853 , -163310
0.000568521 , 94.0364 , -163347
0.00056352 , 93.2195 , -163384
0.000558521 , 92.4025 , -163421
0.000553521 , 91.5854 , -163457
0.000548521 , 90.768 , -163494
0.000543521 , 89.9504 , -163531
0.000538521 , 89.1326 , -163568
0.000533521 , 88.3147 , -163604
0.00052852 , 87.4966 , -163641
0.000523521 , 86.6783 , -163678
0.000518521 , 85.8599 , -163714
0.000513521 , 85.0412 , -163751
0.000508521 , 84.2224 , -163788
0.00050352 , 83.4033 , -163824
0.000498521 , 82.5841 , -163861
0.000493521 , 81.7647 , -163897
0.000488521 , 80.9451 , -163934
0.000483521 , 80.1254 , -163971
0.000478521 , 79.3054 , -164007
0.000473521 , 78.4853 , -164044
0.00046852 , 77.665 , -164080
0.000463521 , 76.8445 , -164117
0.000458521 , 76.0239 , -164153
0.000453521 , 75.2029 , -164189
0.000448521 , 74.382 , -164226
0.00044352 , 73.5607 , -164262
0.000438521 , 72.7393 , -164299
0.000433521 , 71.9177 , -164335
0.000428521 , 71.0959 , -164371
0.000423521 , 70.274 , -164408
0.000418521 , 69.4518 , -164444
0.000413521 , 68.6295 , -164480
0.00040852 , 67.807 , -164517
0.000403521 , 66.9844 , -164553
0.000398521 , 66.1616 , -164589
0.000393521 , 65.3385 , -164626
0.000388521 , 64.5153 , -164662
0.00038352 , 63.6918 , -164698
0.000378521 , 62.8683 , -164734
0.000373521 , 62.0446 , -164770
0.000368521 , 61.2206 , -164807
0.000363521 , 60.3965 , -164843
0.000358521 , 59.5721 , -164879
0.000353521 , 58.7477 , -164915
0.00034852 , 57.923 , -164951
0.000343521 , 57.0981 , -164987
0.000338521 , 56.2732 , -165023
0.000333521 , 55.4479 , -165059
0.000328521 , 54.6226 , -165095
0.000323521 , 53.797 , -165131
0.000318521 , 52.9712 , -165167
0.000313521 , 52.1454 , -165203
0.000308521 , 51.3192 , -165239
0.000303521 , 50.4929 , -165275
0.000298521 , 49.6664 , -165311
0.000293521 , 48.8398 , -165347
0.00028852 , 48.0129 , -165383
0.000283521 , 47.186 , -165419
0.000278521 , 46.3588 , -165455
0.000273521 , 45.5314 , -165491
0.000268521 , 44.7039 , -165527
0.000263521 , 43.8761 , -165563
0.000258521 , 43.0483 , -165598
0.00025352 , 42.2201 , -165634
0.000248521 , 41.3919 , -165670
0.000243521 , 40.5635 , -165706
0.000238521 , 39.7348 , -165742
0.000233521 , 38.9061 , -165777
0.00022852 , 38.0771 , -165813
0.000223521 , 37.2479 , -165849
0.000218521 , 36.4186 , -165884
0.000213521 , 35.5891 , -165920
0.000208521 , 34.7594 , -165956
0.000203521 , 33.9295 , -165992
0.000198521 , 33.0995 , -166027
0.00019352 , 32.2692 , -166063
0.000188521 , 31.4389 , -166098
0.000183521 , 30.6083 , -166134
0.000178521 , 29.7775 , -166170
0.000173521 , 28.9465 , -166205
0.00016852 , 28.1154 , -166241
0.000163521 , 27.2842 , -166276
0.000158521 , 26.4527 , -166312
0.000153521 , 25.621 , -166347
0.000148521 , 24.7892 , -166383
0.000143521 , 23.9572 , -166418
0.00013852 , 23.125 , -166454
0.000133521 , 22.2927 , -166489
0.000128521 , 21.4601 , -166525
0.00012352 , 20.6274 , -166560
0.000118521 , 19.7946 , -166595
0.000113521 , 18.9615 , -166631
0.000108521 , 18.1282 , -166666
0.00010352 , 17.2947 , -166701
9.85209e-05 , 16.4613 , -166737
9.35206e-05 , 15.6274 , -166772
8.85203e-05 , 14.7935 , -166807
8.3521e-05 , 13.9595 , -166843
7.85207e-05 , 13.1251 , -166878
7.35205e-05 , 12.2906 , -166913
6.85211e-05 , 11.456 , -166949
6.35209e-05 , 10.6212 , -166984
5.85206e-05 , 9.78613 , -167019
5.35203e-05 , 8.95081 , -167054
4.8521e-05 , 8.1156 , -167089
4.35207e-05 , 7.28009 , -167125
3.85204e-05 , 6.44427 , -167160
3.35211e-05 , 5.60852 , -167195
2.85208e-05 , 4.77234 , -167230
2.35206e-05 , 3.9361 , -167265
1.85203e-05 , 3.09967 , -167300
1.35209e-05 , 2.26312 , -167335
8.52067e-06 , 1.42639 , -167370
